description,deployed,phrase_count,doc_type,source,type,createdOn,enabled,matching,rollup,display_type,search_terms,effective_range,word_count,review,param_keys,banner_url,id,use_qec,confidence,groups,updatedOn,priority,param_values,field_name,_version_,sourceType,param_policies,name,surface_form,redirect_url,field_values
samsung support,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,stratosphere,,,approved,,"<a href=""//www.verizonwireless.com/support/samsung/?intcmp=INT-SEA-NON-SE-samsung-070215-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-SE-samsung-070215-DE-SR-SU-T"" search-banner=""samsung support""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-samsung-082615-m?$jpeg80$&scl=1' alt='Samsung Support' title='Samsung Support' style='width:100%'></a>",0be039a3-b86c-43ae-8280-e3bb2120cf95,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779821834241,,,stratosphere-desktop,,,
vz messages,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,messages,,,approved,,"<a href=""//www.verizonwireless.com/landingpages/verizon-messages/?intcmp=INT-SEA-NON-SE-vz_messages-10152015-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-SE-vz_messages-10152015-DE-SR-LP-T"" search-banner=""vz messages""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-vzmessage-082615-1?$defaultscalejpg$' alt='Seamless TEXTING. Synchronize your tests across multiple devices, even your computer, only on Verizon Messages' title='Seamless TEXTING. Synchronize your tests across multiple devices, even your computer, only on Verizon Messages' style='width:100%'></a>",0c19b907-19ba-47f1-b1fb-519ce15f69d1,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779821834242,,,messages-desktop,,,
samsung support,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,alias,,,approved,,"<a href=""//www.verizonwireless.com/support/samsung/?intcmp=INT-SEA-NON-SE-samsung-070215-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-SE-samsung-070215-DE-SR-SU-T"" search-banner=""samsung support""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-samsung-082615-m?$jpeg80$&scl=1' alt='Samsung Support' title='Samsung Support' style='width:100%'></a>",0c4b0b7e-8b78-4ac5-986f-2663c562f8a9,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779821834243,,,alias-desktop,,,
coverage - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,coverage,,,approved,,"<a href=""//www.verizonwireless.com/landingpages/better-matters/?intcmp=INT-SEA-NON-SE-coverage-051614-MO-SR-LP-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-coverage-051614-MO-SR-LP-BO"" search-banner=""coverage - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/m-search-banner-coverage-2x?$jpeg80$&scl=1' alt='Coverage - Verizon's largest 4G LTE network' title='Coverage - Verizon's largest 4G LTE network' style='width:100%'></a>",0c8721a4-afea-43dc-875e-e7e3478d2a1d,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779821834244,,,coverage-mobile,,,
disabled queries,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,network extender,,,approved,,"<a href="""" campaign-code="""" search-banner=""disabled queries""><img src='' alt='' title='' style='width:100%'></a>",0d4400a9-d064-4f6c-a450-945d70c435f8,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779821834245,,,network-extender-mobile,,,
samsung support - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,juke,,,approved,,"<a href=""//www.verizonwireless.com/support/samsung/?intcmp=INT-SEA-NON-SE-samsung-070215-MO-SR-SU-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-samsung-070215-MO-SR-SU-BO"" search-banner=""samsung support - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-samsung-082615-m?$jpeg80$&scl=1' alt='Samsung Support' title='Samsung Support' style='width:100%'></a>",0d47174f-1940-4476-9a13-942b379ec368,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779821834246,,,juke-mobile,,,
gtm droid turbo 2 maxx 2 accessories,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,turbo cases,,,approved,,"<a href=""//www.verizonwireless.com/accessories/?intcmp=INT-SEA-NON-CS-droidmaxxaccessories-102915-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-CS-droidmaxxaccessories-102915-DE-SR-LP-T"" search-banner=""gtm droid turbo 2 maxx 2 accessories""><img src='//ss7.vzw.com/is/image/VerizonWireless/site-search-banner-d-9919-10202015?$defaultScaleJPG$' alt='Accessorize your DROID Turbo 2 and Maxx 2' title='Accessorize your DROID Turbo 2 and Maxx 2' style='width:100%'></a>",0d626e54-7f5b-4d82-af9f-9872e7a7437a,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779822882816,,,turbo-cases-desktop,,,
prepaid - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,pay as you go,,,approved,,"<a href=""//www.verizonwireless.com/prepaid/smartphone-plans/?intcmp=INT-SEA-NON-AC-prepaid-051915-MO-SR-LP-BO"" campaign-code=""intcmp=INT-SEA-NON-AC-prepaid-051915-MO-SR-LP-BO"" search-banner=""prepaid - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/m-search-banner-prepaid-2x?$jpeg80$&scl=1' alt='?PREPAID PLANS & PHONES' title='?PREPAID PLANS & PHONES' style='width:100%'></a>",0da9536f-560e-46ee-af99-dc13ee3bff98,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779822882817,,,pay-as-you-go-mobile,,,
return label,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,return label,,,approved,,"<a href=""//www.verizonwireless.com/printlabel?intcmp=INT-SEA-NON-SE-return_label-060614-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-SE-return_label-060614-DE-SR-LP-T"" search-banner=""return label""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-banner-return-label-2x?$jpeg80$&scl=2' alt='Return Label: Need a return-shipping label? Click here to print a new one. Print label now.' title='Return Label: Need a return-shipping label? Click here to print a new one. Print label now.' style='width:100%'></a>",0e93dbfc-a008-4aa9-a8c5-16e52c66abe1,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779822882818,,,return-label-desktop,,,
vz messages android - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,gift cards,,,approved,,"<a href=""https://play.google.com/store/apps/details?id=com.verizon.messaging.vzmsgs&hl=en?intcmp=INT-SEA-NON-SE-vz_messages_android-101515-MO-SR-LP-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-vz_messages_android-101515-MO-SR-LP-BO"" search-banner=""vz messages android - mobile""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-vzmessage-082615-m?$jpeg80$&scl=1' alt='Verizon Wireless - VZ Messages' title='Verizon Wireless - VZ Messages' style='width:100%'></a>",0ed57c6a-bc61-4fb0-8233-bb9edc921ae4,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779822882819,,,gift-cards-mobile,,,
account roles,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,account manager,,,approved,,"<a href=""//www.verizonwireless.com/support/assign-account-manager-roles-faqs/?intcmp=INT-SEA-NON-SE-account_roles-062515-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-SE-account_roles-062515-DE-SR-SU-T"" search-banner=""account roles""><img src='https://ss7.vzw.com/is/image/VerizonWireless/PHX-gw-search-manage-account?$defaultScaleJPG$' alt='My Verizon MANAGE ACCOUNT' title='My Verizon MANAGE ACCOUNT' style='width:100%'></a>",0f8a8cf0-21f6-4c4e-9316-caf940bbad5e,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779822882820,,,account-manager-desktop,,,
cancel,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,contract end,,,approved,,"<a href=""//www.verizonwireless.com/wcms/myverizon/customer-retention.html?intcmp=INT-SEA-NON-WB-cancel-042415-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-WB-cancel-042415-DE-SR-LP-T"" search-banner=""cancel""><img src='https://ss7.vzw.com/is/image/VerizonWireless/PHX-gw-search-customer?$defaultScaleJPG$' alt='We are not satisfied until you are.  Talk to us now 1-800-222-8588' title='We are not satisfied until you are.  Talk to us now 1-800-222-8588' style='width:100%'></a>",10ed7fb6-4c73-49c1-b1b7-26c244da2a77,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779822882821,,,contract-end-desktop,,,
gtm droid turbo 2 maxx 2 accessories,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,maxx2 cases,,,approved,,"<a href=""//www.verizonwireless.com/accessories/?intcmp=INT-SEA-NON-CS-droidmaxxaccessories-102915-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-CS-droidmaxxaccessories-102915-DE-SR-LP-T"" search-banner=""gtm droid turbo 2 maxx 2 accessories""><img src='//ss7.vzw.com/is/image/VerizonWireless/site-search-banner-d-9919-10202015?$defaultScaleJPG$' alt='Accessorize your DROID Turbo 2 and Maxx 2' title='Accessorize your DROID Turbo 2 and Maxx 2' style='width:100%'></a>",119e6683-0193-43a9-9b03-b46ea82ecd1e,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779823931392,,,maxx2-cases-desktop,,,
samsung support,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,legend,,,approved,,"<a href=""//www.verizonwireless.com/support/samsung/?intcmp=INT-SEA-NON-SE-samsung-070215-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-SE-samsung-070215-DE-SR-SU-T"" search-banner=""samsung support""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-samsung-082615-m?$jpeg80$&scl=1' alt='Samsung Support' title='Samsung Support' style='width:100%'></a>",131f1b8a-29c7-4346-98f2-3c79abfb5905,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779823931393,,,legend-desktop,,,
flip phones,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,flip phone,,,approved,,"<a href=""//www.verizonwireless.com/basic-phones/?intcmp=INT-SEA-NON-CS-flipphones-100815-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-CS-flipphones-100815-DE-SR-LP-T"" search-banner=""flip phones""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-d-flip-phones-1x?$defaultscalejpg$' alt='?Shop basic phones?' title='?Shop basic phones?' style='width:100%'></a>",138e4764-7249-4735-8371-85d0383f6cd2,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779823931394,,,flip-phone-desktop,,,
suspend service,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,suspend,,,approved,,"<a href=""//www.verizonwireless.com/support/suspend-service-faqs/?intcmp=INT-SEA-NON-SE-suspend_service-091114-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-SE-suspend_service-091114-DE-SR-SU-T"" search-banner=""suspend service""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-suspend-082615?$jpeg80$&scl=1' alt='My Verizon SUSPEND A DEVICE' title='My Verizon SUSPEND A DEVICE' style='width:100%'></a>",13a8bc92-a1b1-4871-bf54-0ec0dd59ea03,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779823931395,,,suspend-desktop,,,
global pricing international,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,puerto rico,,,approved,,"<a href=""//www.verizonwireless.com/landingpages/international-travel/?intcmp=INT-SEA-NON-CS-global_pricing_international-053115-DE-SR-PP-T"" campaign-code=""intcmp=INT-SEA-NON-CS-global_pricing_international-053115-DE-SR-PP-T"" search-banner=""global pricing international""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-banner-international-2x?$jpeg80$&scl=2' alt='INTERNATIONAL TRAVEL PLANS' title='INTERNATIONAL TRAVEL PLANS' style='width:100%'></a>",13e6b99f-e033-461d-8629-46bc6c2876d9,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779823931396,,,puerto-rico-desktop,,,
global pricing international,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,australia,,,approved,,"<a href=""//www.verizonwireless.com/landingpages/international-travel/?intcmp=INT-SEA-NON-CS-global_pricing_international-053115-DE-SR-PP-T"" campaign-code=""intcmp=INT-SEA-NON-CS-global_pricing_international-053115-DE-SR-PP-T"" search-banner=""global pricing international""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-banner-international-2x?$jpeg80$&scl=2' alt='INTERNATIONAL TRAVEL PLANS' title='INTERNATIONAL TRAVEL PLANS' style='width:100%'></a>",140adae7-28c2-4298-8fd1-3300f0e7d311,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779823931397,,,australia-desktop,,,
cloud - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,transfer,,,approved,,"<a href=""//www.verizonwireless.com/wcms/consumer/products/verizon-cloud.html?intcmp=INT-SEA-NON-CS-cloud-062515-MO-SR-LP-BO"" campaign-code=""intcmp=INT-SEA-NON-CS-cloud-062515-MO-SR-LP-BO"" search-banner=""cloud - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/m-search-banner-cloud-2x?$jpeg80$&scl=1' alt='Verizon Wireless - Verizon Cloud' title='Verizon Wireless - Verizon Cloud' style='width:100%'></a>",146005e2-0dc9-448e-be31-b892568e82cd,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779824979968,,,transfer-mobile,,,
ringtones,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,ringtone,,,approved,,"<a href=""//www.verizonwireless.com/mobile-living/tech-smarts/how-to-get-and-use-ringtones/?intcmp=INT-SEA-NON-SE-ringtones-032615-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-SE-ringtones-032615-DE-SR-LP-T"" search-banner=""ringtones""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-ringtones-d?$jpeg100$&scl=1' alt='Ringtones' title='Ringtones' style='width:100%'></a>",1473abd7-53f3-481d-9130-b65807d0823f,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779824979969,,,ringtone-desktop,,,
htc support - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,thunderbolt,,,approved,,"<a href=""//www.verizonwireless.com/support/htc/?intcmp=INT-SEA-NON-SE-htc-070215-MO-SR-SU-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-htc-070215-MO-SR-SU-BO"" search-banner=""htc support - mobile""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-htc-m-110615?$jpeg100$&scl=1' alt='HTC One Support' title='HTC One Support' style='width:100%'></a>",14a7b835-2875-457e-a214-fa3e99dec2d0,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779824979970,,,thunderbolt-mobile,,,
change feature,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,change feature,,,approved,,"<a href=""//www.verizonwireless.com/support/change-features-faqs/?intcmp=INT-SEA-NON-SE-change_feature-010715-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-SE-change_feature-010715-DE-SR-SU-T"" search-banner=""change feature""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-features-d-110615?$jpeg100$&scl=1' alt='Change the features on each line of your plan.' title='Change the features on each line of your plan.' style='width:100%'></a>",1533f489-aa41-4de8-913d-3080145aa0a1,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779824979971,,,change-feature-desktop,,,
voicemail - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,vmail,,,approved,,"<a href=""//www.verizonwireless.com/support/voice-mail-faqs/?intcmp=INT-SEA-NON-SE-voicemail-121514-MO-SR-SU-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-voicemail-121514-MO-SR-SU-BO"" search-banner=""voicemail - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-voicemail-082615-m?$jpeg80$&scl=1' alt='FAQs about VOICEMAIL' title='FAQs about VOICEMAIL' style='width:100%'></a>",15a8136a-7650-44d8-ab36-d475465824c4,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779824979972,,,vmail-mobile,,,
gtm droid turbo 2 maxx 2 accessories - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,maxx accessories,,,approved,,"<a href=""//www.verizonwireless.com/accessories/?intcmp=INT-SEA-NON-CS-droidturbo2maxx2accessories-102915-MO-SR-LP-BO"" campaign-code=""intcmp=INT-SEA-NON-CS-droidturbo2maxx2accessories-102915-MO-SR-LP-BO"" search-banner=""gtm droid turbo 2 maxx 2 accessories - mobile""><img src='//ss7.vzw.com/is/image/VerizonWireless/site-search-banner-m-9919-10202015?$defaultScaleJPG$' alt='?Accessorize your DROID Turbo 2 and Maxx 2' title='?Accessorize your DROID Turbo 2 and Maxx 2' style='width:100%'></a>",15f2f0ea-28c8-46c1-b111-2bc21cfc6dcc,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779826028544,,,maxx-accessories-mobile,,,
applecare - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,apple care,,,approved,,"<a href=""https://community.verizonwireless.com/mobile/mobile-access.jspa#jive-content?content=/api/core/v3/contents/2025118&intcmp=INT-SEA-NON-SE-applecare-070215-MO-SR-LP-BO"" campaign-code=""&intcmp=INT-SEA-NON-SE-applecare-070215-MO-SR-LP-BO"" search-banner=""applecare - mobile""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-applecare-m-110615?$jpeg100$&scl=1' alt='AppleCare' title='AppleCare' style='width:100%'></a>",16204cac-c70f-4a5d-9e24-3f94e8f6a7d5,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779826028545,,,apple-care-mobile,,,
cancel - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,stop service,,,approved,,"<a href=""tel:18002228588?intcmp=INT-SEA-NON-WB-cancel-042415-MO-SR-LP-BO"" campaign-code=""intcmp=INT-SEA-NON-WB-cancel-042415-MO-SR-LP-BO"" search-banner=""cancel - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/PHX-gw-search-mobile-customer?$jpeg80$&scl=1' alt='We are not satisfied until you are.  Talk to us now 1-800-222-8588?' title='We are not satisfied until you are.  Talk to us now 1-800-222-8588?' style='width:100%'></a>",16e81831-3dcc-405d-83d0-2d2d6c4299cc,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779826028546,,,stop-service-mobile,,,
samsung support,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,samsung,,,approved,,"<a href=""//www.verizonwireless.com/support/samsung/?intcmp=INT-SEA-NON-SE-samsung-070215-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-SE-samsung-070215-DE-SR-SU-T"" search-banner=""samsung support""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-samsung-082615-m?$jpeg80$&scl=1' alt='Samsung Support' title='Samsung Support' style='width:100%'></a>",17c09948-f455-48c3-9929-e8a380b2e0a6,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779826028547,,,samsung-desktop,,,
samsung support - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,ativ,,,approved,,"<a href=""//www.verizonwireless.com/support/samsung/?intcmp=INT-SEA-NON-SE-samsung-070215-MO-SR-SU-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-samsung-070215-MO-SR-SU-BO"" search-banner=""samsung support - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-samsung-082615-m?$jpeg80$&scl=1' alt='Samsung Support' title='Samsung Support' style='width:100%'></a>",17ddfd97-0c7d-4439-ba4d-4a74f118568c,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779826028548,,,ativ-mobile,,,
cancel - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,unsubscribe,,,approved,,"<a href=""tel:18002228588?intcmp=INT-SEA-NON-WB-cancel-042415-MO-SR-LP-BO"" campaign-code=""intcmp=INT-SEA-NON-WB-cancel-042415-MO-SR-LP-BO"" search-banner=""cancel - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/PHX-gw-search-mobile-customer?$jpeg80$&scl=1' alt='We are not satisfied until you are.  Talk to us now 1-800-222-8588?' title='We are not satisfied until you are.  Talk to us now 1-800-222-8588?' style='width:100%'></a>",1882930b-49ef-4ada-9f4a-e65fbcbc0277,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779826028549,,,unsubscribe-mobile,,,
coverage,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,signal,,,approved,,"<a href=""//www.verizonwireless.com/landingpages/better-matters/?intmcp=INT-SEA-NON-SE-coverage-051614-DE-SR-LP-T"" campaign-code=""intmcp=INT-SEA-NON-SE-coverage-051614-DE-SR-LP-T"" search-banner=""coverage""><img src='https://ss7.vzw.com/is/image/VerizonWireless/d-search-banner-coverage?$jpeg80$&scl=1' alt='Coverage Locator: Visit the Coverage LOcator to view the coverage map for your area' title='Coverage Locator: Visit the Coverage LOcator to view the coverage map for your area' style='width:100%'></a>",1a65a127-872a-4243-81e3-ca0847b3346a,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779826028550,,,signal-desktop,,,
